,Method3,lambdas
67,0.7771999835968018,127836.93850937962
68,0.7791000008583069,142451.7590749133
69,0.7806000113487244,154340.49417909654
70,0.7806000113487244,157509.33294272498
71,0.7821000218391418,167074.90847267784
72,0.784600019454956,182585.27551050478
73,0.784600019454956,184477.6132319904
74,0.7846999764442444,189132.1954312264
75,0.7246999740600586,0.0
76,0.7896000146865845,100471.88561909726
77,0.791100025177002,110837.68904642553
78,0.7911999821662903,112156.91207831142
79,0.7911999821662903,113670.65896849529
80,0.7922000288963318,118532.8219550075
81,0.7925999760627747,120920.21221171896
82,0.7943999767303467,127836.93850937962
83,0.7949000000953674,142451.7590749133
84,0.795799970626831,154340.49417909654
85,0.7962999939918518,157509.33294272498
86,0.7976999878883362,167074.90847267784
87,0.7986000180244446,182585.27551050478
88,0.7986999750137329,184477.6132319904
89,0.7993000149726868,189132.1954312264
90,0.7239000201225281,0.0
91,0.8093000054359436,100471.88561909726
92,0.8118000030517578,110837.68904642553
93,0.8123000264167786,112156.91207831142
94,0.8123999834060669,113670.65896849529
95,0.8134999871253967,118532.8219550075
96,0.814300000667572,120920.21221171896
97,0.8152999877929688,127836.93850937962
98,0.8181999921798706,142451.7590749133
99,0.8179000020027161,154340.49417909654
100,0.8230999708175659,157509.33294272498
101,0.8248999714851379,167074.90847267784
102,0.826200008392334,182585.27551050478
103,0.8264999985694885,184477.6132319904
104,0.8274000287055969,189132.1954312264
105,0.7092000246047974,0.0
106,0.7671999931335449,100471.88561909726
107,0.76910001039505,110837.68904642553
108,0.76910001039505,112156.91207831142
109,0.7694000005722046,113670.65896849529
110,0.7706999778747559,118532.8219550075
111,0.7710999846458435,120920.21221171896
112,0.7730000019073486,127836.93850937962
113,0.7818999886512756,142451.7590749133
114,0.7835000157356262,154340.49417909654
115,0.7839000225067139,157509.33294272498
116,0.7856000065803528,167074.90847267784
117,0.7871000170707703,182585.27551050478
118,0.7871000170707703,184477.6132319904
119,0.7875000238418579,189132.1954312264
120,0.7346000075340271,0.0
121,0.8227999806404114,100471.88561909726
122,0.8240000009536743,110837.68904642553
123,0.8242999911308289,112156.91207831142
124,0.8242999911308289,113670.65896849529
125,0.8248000144958496,118532.8219550075
126,0.8248999714851379,120920.21221171896
127,0.8256999850273132,127836.93850937962
128,0.8270000219345093,142451.7590749133
129,0.8276000022888184,154340.49417909654
130,0.8276000022888184,157509.33294272498
131,0.828000009059906,167074.90847267784
132,0.8288000226020813,182585.27551050478
133,0.8291000127792358,184477.6132319904
134,0.8295999765396118,189132.1954312264
135,0.6866999864578247,0.0
136,0.7599999904632568,100471.88561909726
137,0.7626000046730042,110837.68904642553
138,0.7631000280380249,112156.91207831142
139,0.7634999752044678,113670.65896849529
140,0.7638000249862671,118532.8219550075
141,0.7642999887466431,120920.21221171896
142,0.7646999955177307,127836.93850937962
143,0.7670999765396118,142451.7590749133
144,0.7692000269889832,154340.49417909654
145,0.7695000171661377,157509.33294272498
146,0.7703999876976013,167074.90847267784
147,0.7714999914169312,182585.27551050478
148,0.7717000246047974,184477.6132319904
149,0.7717999815940857,189132.1954312264
