,Method3,lambdas
0,0.7294999957084656,0.0
1,0.807200014591217,100471.88561909726
2,0.8090000152587891,110837.68904642553
3,0.8090999722480774,112156.91207831142
4,0.8090999722480774,113670.65896849529
5,0.8097000122070312,118532.8219550075
6,0.8101999759674072,120920.21221171896
7,0.8113999962806702,127836.93850937962
8,0.8123000264167786,142451.7590749133
9,0.8140000104904175,154340.49417909654
10,0.8144000172615051,157509.33294272498
11,0.8140000104904175,167074.90847267784
12,0.8156999945640564,182585.27551050478
13,0.8159000277519226,184477.6132319904
14,0.8162999749183655,189132.1954312264
15,0.7188000082969666,0.0
16,0.7818999886512756,100471.88561909726
17,0.7825999855995178,110837.68904642553
18,0.7827000021934509,112156.91207831142
19,0.7827000021934509,113670.65896849529
20,0.782800018787384,118532.8219550075
21,0.7832000255584717,120920.21221171896
22,0.7842000126838684,127836.93850937962
23,0.7860999703407288,142451.7590749133
24,0.7872999906539917,154340.49417909654
25,0.7886000275611877,157509.33294272498
26,0.7897999882698059,167074.90847267784
27,0.7904000282287598,182585.27551050478
28,0.7904999852180481,184477.6132319904
29,0.7908999919891357,189132.1954312264
30,0.7193999886512756,0.0
31,0.7681000232696533,100471.88561909726
32,0.7692000269889832,110837.68904642553
33,0.769599974155426,112156.91207831142
34,0.769599974155426,113670.65896849529
35,0.7651000022888184,118532.8219550075
36,0.7656000256538391,120920.21221171896
37,0.7669000029563904,127836.93850937962
38,0.7681999802589417,142451.7590749133
39,0.7978000044822693,154340.49417909654
40,0.7975999712944031,157509.33294272498
41,0.7986000180244446,167074.90847267784
42,0.7998999953269958,182585.27551050478
43,0.7998999953269958,184477.6132319904
44,0.8008000254631042,189132.1954312264
45,0.7264000177383423,0.0
46,0.7871999740600586,100471.88561909726
47,0.7883999943733215,110837.68904642553
48,0.7888000011444092,112156.91207831142
49,0.7889999747276306,113670.65896849529
50,0.7897999882698059,118532.8219550075
51,0.7906000018119812,120920.21221171896
52,0.7907999753952026,127836.93850937962
53,0.792900025844574,142451.7590749133
54,0.7932000160217285,154340.49417909654
55,0.7937999963760376,157509.33294272498
56,0.7943999767303467,167074.90847267784
57,0.795799970626831,182585.27551050478
58,0.7961000204086304,184477.6132319904
59,0.7961999773979187,189132.1954312264
60,0.7177000045776367,0.0
61,0.7760999798774719,100471.88561909726
62,0.7756999731063843,110837.68904642553
63,0.775600016117096,112156.91207831142
64,0.7753999829292297,113670.65896849529
65,0.7764000296592712,118532.8219550075
66,0.776199996471405,120920.21221171896
