,Method3,lambdas
0,0.8133999705314636,450943.7712381945
1,0.8138999938964844,471675.378092851
2,0.8137999773025513,474313.82415662287
3,0.8210999965667725,477341.3179369906
4,0.8215000033378601,487065.643910015
5,0.8215000033378601,491840.424423438
6,0.8216999769210815,505673.8770187592
7,0.8148000240325928,534903.5181498266
8,0.8152999877929688,558680.9883581931
9,0.8151999711990356,565018.66588545
10,0.8155999779701233,584149.8169453557
11,0.815500020980835,615170.5510210096
12,0.815500020980835,618955.2264639807
13,0.8155999779701233,628264.3908624528
14,0.8001000285148621,450943.7712381945
15,0.800000011920929,471675.378092851
16,0.8001000285148621,474313.82415662287
17,0.8001999855041504,477341.3179369906
18,0.8003000020980835,487065.643910015
19,0.800599992275238,491840.424423438
20,0.8003000020980835,505673.8770187592
21,0.8008999824523926,534903.5181498266
22,0.8008000254631042,558680.9883581931
23,0.8007000088691711,565018.66588545
24,0.800599992275238,584149.8169453557
25,0.7985000014305115,615170.5510210096
26,0.7986000180244446,618955.2264639807
27,0.7985000014305115,628264.3908624528
28,0.8335000276565552,450943.7712381945
29,0.8337000012397766,471675.378092851
30,0.833899974822998,474313.82415662287
31,0.8338000178337097,477341.3179369906
32,0.8339999914169312,487065.643910015
33,0.8339999914169312,491840.424423438
34,0.8345999717712402,505673.8770187592
35,0.8356000185012817,534903.5181498266
36,0.8360000252723694,558680.9883581931
37,0.8361999988555908,565018.66588545
38,0.8361999988555908,584149.8169453557
39,0.8360000252723694,615170.5510210096
40,0.8360000252723694,618955.2264639807
41,0.8335000276565552,628264.3908624528
42,0.8129000067710876,450943.7712381945
43,0.8145999908447266,471675.378092851
44,0.8147000074386597,474313.82415662287
45,0.8145999908447266,477341.3179369906
46,0.814300000667572,487065.643910015
47,0.8144000172615051,491840.424423438
48,0.8145999908447266,505673.8770187592
49,0.8141000270843506,534903.5181498266
50,0.8145999908447266,558680.9883581931
51,0.8145999908447266,565018.66588545
52,0.8306999802589417,584149.8169453557
53,0.83160001039505,615170.5510210096
54,0.83160001039505,618955.2264639807
55,0.8313999772071838,628264.3908624528
56,0.8066999912261963,450943.7712381945
57,0.8119000196456909,471675.378092851
58,0.8118000030517578,474313.82415662287
59,0.8118000030517578,477341.3179369906
60,0.8122000098228455,487065.643910015
61,0.8123000264167786,491840.424423438
62,0.8130000233650208,505673.8770187592
63,0.8141000270843506,534903.5181498266
64,0.8147000074386597,558680.9883581931
65,0.8149999976158142,565018.66588545
66,0.8149999976158142,584149.8169453557
67,0.8149999976158142,615170.5510210096
68,0.8149999976158142,618955.2264639807
69,0.8148999810218811,628264.3908624528
70,0.8047999739646912,450943.7712381945
71,0.8051999807357788,471675.378092851
72,0.8052999973297119,474313.82415662287
73,0.8051999807357788,477341.3179369906
74,0.8051999807357788,487065.643910015
75,0.8051999807357788,491840.424423438
76,0.8052999973297119,505673.8770187592
77,0.8051999807357788,534903.5181498266
78,0.8051000237464905,558680.9883581931
79,0.8051000237464905,565018.66588545
80,0.8057000041007996,584149.8169453557
81,0.8059999942779541,615170.5510210096
82,0.8059999942779541,618955.2264639807
83,0.8059999942779541,628264.3908624528
84,0.838699996471405,450943.7712381945
85,0.8389999866485596,471675.378092851
86,0.8389999866485596,474313.82415662287
87,0.8388000130653381,477341.3179369906
88,0.8389999866485596,487065.643910015
89,0.8391000032424927,491840.424423438
90,0.8388000130653381,505673.8770187592
91,0.8392999768257141,534903.5181498266
92,0.8361999988555908,558680.9883581931
93,0.8360000252723694,565018.66588545
94,0.8334000110626221,584149.8169453557
95,0.8342999815940857,615170.5510210096
96,0.8343999981880188,618955.2264639807
97,0.8343999981880188,628264.3908624528
98,0.8003000020980835,450943.7712381945
99,0.8009999990463257,471675.378092851
100,0.8025000095367432,474313.82415662287
101,0.8025000095367432,477341.3179369906
102,0.8027999997138977,487065.643910015
103,0.8026999831199646,491840.424423438
104,0.8029000163078308,505673.8770187592
105,0.8034999966621399,534903.5181498266
106,0.804099977016449,558680.9883581931
107,0.8043000102043152,565018.66588545
108,0.8044999837875366,584149.8169453557
109,0.8051999807357788,615170.5510210096
110,0.8050000071525574,618955.2264639807
111,0.8047999739646912,628264.3908624528
112,0.833299994468689,450943.7712381945
113,0.8306999802589417,471675.378092851
114,0.8306999802589417,474313.82415662287
115,0.8306999802589417,477341.3179369906
116,0.8306999802589417,487065.643910015
117,0.8306999802589417,491840.424423438
118,0.8310999870300293,505673.8770187592
119,0.8345000147819519,534903.5181498266
120,0.8345999717712402,558680.9883581931
121,0.8346999883651733,565018.66588545
122,0.8348000049591064,584149.8169453557
123,0.8345999717712402,615170.5510210096
124,0.8345999717712402,618955.2264639807
125,0.8345999717712402,628264.3908624528
126,0.7775999903678894,450943.7712381945
127,0.7768999934196472,471675.378092851
128,0.7770000100135803,474313.82415662287
129,0.7767999768257141,477341.3179369906
130,0.7771000266075134,487065.643910015
131,0.7753000259399414,491840.424423438
132,0.7753999829292297,505673.8770187592
133,0.7764000296592712,534903.5181498266
134,0.7764999866485596,558680.9883581931
135,0.7764000296592712,565018.66588545
136,0.7764000296592712,584149.8169453557
137,0.7760999798774719,615170.5510210096
138,0.7760999798774719,618955.2264639807
139,0.7753999829292297,628264.3908624528
