,Method3,lambdas
86,0.7876999974250793,91768.72711816947
87,0.7885000109672546,95646.3188776262
88,0.7885000109672546,96119.40330799759
89,0.7886999845504761,97283.04885780659
90,0.7239000201225281,0.0
91,0.7968000173568726,75117.9714047743
92,0.7979999780654907,77709.42226160638
93,0.79830002784729,78039.22801957786
94,0.7983999848365784,78417.66474212382
95,0.7986999750137329,79633.20548875188
96,0.7989000082015991,80230.05305292974
97,0.8059999942779541,81959.23462734491
98,0.8065000176429749,85612.93976872832
99,0.8080000281333923,88585.12354477413
100,0.8080000281333923,89377.33323568125
101,0.8155999779701233,91768.72711816947
102,0.8083999752998352,95646.3188776262
103,0.8087000250816345,96119.40330799759
104,0.8084999918937683,97283.04885780659
105,0.7092000246047974,0.0
106,0.7595999836921692,75117.9714047743
107,0.7608000040054321,77709.42226160638
108,0.7609000205993652,78039.22801957786
109,0.7610999941825867,78417.66474212382
110,0.7613000273704529,79633.20548875188
111,0.7613999843597412,80230.05305292974
112,0.761900007724762,81959.23462734491
113,0.7633000016212463,85612.93976872832
114,0.763700008392334,88585.12354477413
115,0.7638000249862671,89377.33323568125
116,0.7645999789237976,91768.72711816947
117,0.7656999826431274,95646.3188776262
118,0.7659000158309937,96119.40330799759
119,0.7669000029563904,97283.04885780659
120,0.7346000075340271,0.0
121,0.8158000111579895,75117.9714047743
122,0.8170999884605408,77709.42226160638
123,0.817300021648407,78039.22801957786
124,0.817300021648407,78417.66474212382
125,0.8177000284194946,79633.20548875188
126,0.8181999921798706,80230.05305292974
127,0.8184999823570251,81959.23462734491
128,0.8192999958992004,85612.93976872832
129,0.8197000026702881,88585.12354477413
130,0.8197000026702881,89377.33323568125
131,0.8201000094413757,91768.72711816947
132,0.822700023651123,95646.3188776262
133,0.8228999972343445,96119.40330799759
134,0.8230000138282776,97283.04885780659
135,0.6866999864578247,0.0
136,0.7574999928474426,75117.9714047743
137,0.761900007724762,77709.42226160638
138,0.7620999813079834,78039.22801957786
139,0.7620999813079834,78417.66474212382
140,0.7620999813079834,79633.20548875188
141,0.7623000144958496,80230.05305292974
142,0.7520999908447266,81959.23462734491
143,0.753000020980835,85612.93976872832
144,0.7533000111579895,88585.12354477413
145,0.7540000081062317,89377.33323568125
146,0.7542999982833862,91768.72711816947
147,0.7585999965667725,95646.3188776262
148,0.7587000131607056,96119.40330799759
149,0.7590000033378601,97283.04885780659
